LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
101,07.27 09:48:49,SohuNews.exe,"images.sohu.com:80 close, 1369 bytes (1.33 KB) sent, 618 bytes received, lifetime 00:02",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['images.sohu.com:80', '1369', '1.33 KB', '618', '00:02']"
102,07.27 09:48:49,SohuNews.exe,img01.sogoucdn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['img01.sogoucdn.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
103,07.27 09:48:49,SohuNews.exe,src.wei.focus.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['src.wei.focus.cn:80', 'proxy.cse.cuhk.edu.hk:5070']"
104,07.27 09:48:49,SohuNews.exe,"img01.sogoucdn.com:443 close, 1096 bytes (1.07 KB) sent, 598 bytes received, lifetime <1 sec",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['img01.sogoucdn.com:443', '1096', '1.07 KB', '598', '<1 sec']"
105,07.27 09:48:49,SohuNews.exe,img01.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['img01.sogoucdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
106,07.27 09:48:50,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
107,07.27 09:48:50,SohuNews.exe,sohu.wrating.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['sohu.wrating.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
108,07.27 09:48:50,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
109,07.27 09:48:50,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
110,07.27 09:48:50,SohuNews.exe,src.wei.focus.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['src.wei.focus.cn:80', 'proxy.cse.cuhk.edu.hk:5070']"
111,07.27 09:48:51,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
112,07.27 09:48:51,SohuNews.exe,cm.optaim.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cm.optaim.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
113,07.27 09:48:51,SohuNews.exe,"pv.mini.sohu.com:80 close, 1007 bytes sent, 226 bytes received, lifetime 00:02",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '1007', '226', '00:02']"
114,07.27 09:48:51,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
115,07.27 09:48:51,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
116,07.27 09:48:51,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
117,07.27 09:48:51,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
118,07.27 09:48:51,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
119,07.27 09:48:51,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
120,07.27 09:48:51,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
121,07.27 09:48:51,SohuNews.exe,"mini.cpc.sogou.com:80 close, 721 bytes sent, 725 bytes received, lifetime <1 sec",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['mini.cpc.sogou.com:80', '721', '725', '<1 sec']"
122,07.27 09:48:51,SohuNews.exe,cm.e.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cm.e.qq.com:443', 'proxy.cse.cuhk.edu.hk:5070']"
123,07.27 09:48:51,SohuNews.exe,ping.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ping.pinyin.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
124,07.27 09:48:51,SohuNews.exe,news.17173.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['news.17173.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
125,07.27 09:48:52,SohuNews.exe,ss.symcd.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['ss.symcd.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
126,07.27 09:48:52,SohuNews.exe,i.17173cdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['i.17173cdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
127,07.27 09:48:52,SohuNews.exe,i.17173cdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['i.17173cdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
128,07.27 09:48:52,SohuNews.exe,"ss.symcd.com:80 close, 234 bytes sent, 1964 bytes (1.91 KB) received, lifetime <1 sec",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['ss.symcd.com:80', '234', '1964', '1.91 KB', '<1 sec']"
129,07.27 09:48:52,SohuNews.exe,lib.sinaapp.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['lib.sinaapp.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
130,07.27 09:48:52,SohuNews.exe,cdn.e9377f.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cdn.e9377f.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
131,07.27 09:48:52,SohuNews.exe,p1.v.17173cdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p1.v.17173cdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
132,07.27 09:48:52,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
133,07.27 09:48:53,SohuNews.exe,bx.optimix.asia:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['bx.optimix.asia:443', 'proxy.cse.cuhk.edu.hk:5070']"
134,07.27 09:48:53,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
135,07.27 09:48:53,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
136,07.27 09:48:53,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
137,07.27 09:48:53,SohuNews.exe,"txt.go.sohu.com:80 close, 606 bytes sent, 857 bytes received, lifetime 00:07",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['txt.go.sohu.com:80', '606', '857', '00:07']"
138,07.27 09:48:53,SohuNews.exe,wan01.sogoucdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['wan01.sogoucdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
139,07.27 09:48:54,SohuNews.exe,"imp.go.sohu.com:80 close, 2595 bytes (2.53 KB) sent, 3138 bytes (3.06 KB) received, lifetime 00:08",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['imp.go.sohu.com:80', '2595', '2.53 KB', '3138', '(3.06 KB', '00:08']"
140,07.27 09:48:54,SohuNews.exe,"pv.mini.sohu.com:80 close, 1941 bytes (1.89 KB) sent, 1363 bytes (1.33 KB) received, lifetime 00:05",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['pv.mini.sohu.com:80', '1941', '1.89 KB', '1363', '(1.33 KB', '00:05']"
141,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 807 bytes sent, 298 bytes received, lifetime 00:06",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '807', '298', '00:06']"
142,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 478 bytes sent, 712 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '478', '712', '00:05']"
143,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 512 bytes sent, 15495 bytes (15.1 KB) received, lifetime 00:05",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['pv.mini.sohu.com:80', '512', '15495', '15.1 KB', '00:05']"
144,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 816 bytes sent, 264 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '816', '264', '00:05']"
145,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 1510 bytes (1.47 KB) sent, 1293 bytes (1.26 KB) received, lifetime 00:06",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['pv.mini.sohu.com:80', '1510', '1.47 KB', '1293', '(1.26 KB', '00:06']"
146,07.27 09:48:56,SohuNews.exe,"pv.mini.sohu.com:80 close, 804 bytes sent, 264 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '804', '264', '00:05']"
147,07.27 09:48:57,SohuNews.exe,"js.mail.sohu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['js.mail.sohu.com:80', '0', '0', '00:10']"
148,07.27 09:48:57,SohuNews.exe,"i.17173cdn.com:80 close, 1539 bytes (1.50 KB) sent, 37992 bytes (37.1 KB) received, lifetime 00:05",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i.17173cdn.com:80', '1539', '1.50 KB', '37992', '(37.1 KB', '00:05']"
149,07.27 09:48:57,SohuNews.exe,"i.17173cdn.com:80 close, 2052 bytes (2.00 KB) sent, 63154 bytes (61.6 KB) received, lifetime 00:05",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i.17173cdn.com:80', '2052', '2.00 KB', '63154', '(61.6 KB', '00:05']"
150,07.27 09:48:57,SohuNews.exe,"p1.v.17173cdn.com:80 close, 553 bytes sent, 13826 bytes (13.5 KB) received, lifetime 00:05",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['p1.v.17173cdn.com:80', '553', '13826', '13.5 KB', '00:05']"
151,07.27 09:49:01,SohuNews.exe,"news.17173.com:80 close, 638 bytes sent, 13359 bytes (13.0 KB) received, lifetime 00:10",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['news.17173.com:80', '638', '13359', '13.0 KB', '00:10']"
152,07.27 09:49:04,SohuNews.exe,"www.sohu.com:80 close, 673 bytes sent, 384 bytes received, lifetime 00:18",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['www.sohu.com:80', '673', '384', '00:18']"
153,07.27 09:49:04,SohuNews.exe,"i0.itc.cn:80 close, 2659 bytes (2.59 KB) sent, 71698 bytes (70.0 KB) received, lifetime 00:18",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i0.itc.cn:80', '2659', '2.59 KB', '71698', '(70.0 KB', '00:18']"
154,07.27 09:49:04,SohuNews.exe,"img.mp.itc.cn:80 close, 447 bytes sent, 28283 bytes (27.6 KB) received, lifetime 00:18",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['img.mp.itc.cn:80', '447', '28283', '27.6 KB', '00:18']"
155,07.27 09:49:04,SohuNews.exe,"d1.biz.itc.cn:80 close, 466 bytes sent, 1730 bytes (1.68 KB) received, lifetime 00:18",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['d1.biz.itc.cn:80', '466', '1730', '1.68 KB', '00:18']"
156,07.27 09:49:05,SohuNews.exe,"src.wei.focus.cn:80 close, 683 bytes sent, 2190 bytes (2.13 KB) received, lifetime 00:16",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['src.wei.focus.cn:80', '683', '2190', '2.13 KB', '00:16']"
157,07.27 09:49:07,SohuNews.exe,"js.mail.sohu.com:80 close, 3043 bytes (2.97 KB) sent, 233835 bytes (228 KB) received, lifetime 00:20",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['js.mail.sohu.com:80', '3043', '2.97 KB', '233835', '(228 KB', '00:20']"
158,07.27 09:49:07,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
159,07.27 09:49:07,SohuNews.exe,mini.cpc.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['mini.cpc.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
160,07.27 09:49:07,SohuNews.exe,"css.sohu.com:80 close, 3549 bytes (3.46 KB) sent, 108371 bytes (105 KB) received, lifetime 00:21",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['css.sohu.com:80', '3549', '3.46 KB', '108371', '(105 KB', '00:21']"
161,07.27 09:49:08,SohuNews.exe,"src.wei.focus.cn:80 close, 1950 bytes (1.90 KB) sent, 1461 bytes (1.42 KB) received, lifetime 00:18",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['src.wei.focus.cn:80', '1950', '1.90 KB', '1461', '(1.42 KB', '00:18']"
162,07.27 09:49:08,SohuNews.exe,"p.inte.sogou.com:80 close, 5061 bytes (4.94 KB) sent, 1248 bytes (1.21 KB) received, lifetime 00:15",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['p.inte.sogou.com:80', '5061', '4.94 KB', '1248', '(1.21 KB', '00:15']"
163,07.27 09:49:08,SohuNews.exe,"p.inte.sogou.com:80 close, 5069 bytes (4.95 KB) sent, 1249 bytes (1.21 KB) received, lifetime 00:15",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['p.inte.sogou.com:80', '5069', '4.95 KB', '1249', '(1.21 KB', '00:15']"
164,07.27 09:49:08,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
165,07.27 09:49:08,SohuNews.exe,p.inte.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['p.inte.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
166,07.27 09:49:08,SohuNews.exe,"css.sohu.com:80 close, 1463 bytes (1.42 KB) sent, 766 bytes received, lifetime 00:22",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['css.sohu.com:80', '1463', '1.42 KB', '766', '00:22']"
167,07.27 09:49:09,SohuNews.exe,cdn.e9377f.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['cdn.e9377f.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
168,07.27 09:49:11,SohuNews.exe,dsp.brand.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['dsp.brand.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
169,07.27 09:49:12,SohuNews.exe,"pv.mini.sohu.com:80 close, 824 bytes sent, 283 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '824', '283', '00:05']"
170,07.27 09:49:17,SohuNews.exe,"s7.sinaimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:31",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['s7.sinaimg.cn:80', '0', '0', '00:31']"
171,07.27 09:49:17,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
172,07.27 09:49:18,SohuNews.exe,"i2.itc.cn:80 close, 887 bytes sent, 55378 bytes (54.0 KB) received, lifetime 00:32",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['i2.itc.cn:80', '887', '55378', '54.0 KB', '00:32']"
173,07.27 09:49:19,SohuNews.exe,"i2.itc.cn:80 close, 1330 bytes (1.29 KB) sent, 53077 bytes (51.8 KB) received, lifetime 00:33",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i2.itc.cn:80', '1330', '1.29 KB', '53077', '(51.8 KB', '00:33']"
174,07.27 09:49:19,SohuNews.exe,"img0.ph.126.net:80 close, 443 bytes sent, 27350 bytes (26.7 KB) received, lifetime 00:30",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['img0.ph.126.net:80', '443', '27350', '26.7 KB', '00:30']"
175,07.27 09:49:19,SohuNews.exe,"i2.itc.cn:80 close, 1330 bytes (1.29 KB) sent, 62141 bytes (60.6 KB) received, lifetime 00:33",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i2.itc.cn:80', '1330', '1.29 KB', '62141', '(60.6 KB', '00:33']"
176,07.27 09:49:20,svchost.exe *64,crl.microsoft.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['crl.microsoft.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
177,07.27 09:49:20,svchost.exe *64,pki.google.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pki.google.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
178,07.27 09:49:21,SohuNews.exe,"ping.pinyin.sogou.com:80 close, 557 bytes sent, 166 bytes received, lifetime 00:30",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['ping.pinyin.sogou.com:80', '557', '166', '00:30']"
179,07.27 09:49:22,SohuNews.exe,"i2.itc.cn:80 close, 3104 bytes (3.03 KB) sent, 85479 bytes (83.4 KB) received, lifetime 00:36",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i2.itc.cn:80', '3104', '3.03 KB', '85479', '(83.4 KB', '00:36']"
180,07.27 09:49:22,SohuNews.exe,"i2.itc.cn:80 close, 1327 bytes (1.29 KB) sent, 52299 bytes (51.0 KB) received, lifetime 00:34",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['i2.itc.cn:80', '1327', '1.29 KB', '52299', '(51.0 KB', '00:34']"
181,07.27 09:49:22,SohuNews.exe,"cm.e.qq.com:443 close, 863 bytes sent, 5401 bytes (5.27 KB) received, lifetime 00:31",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['cm.e.qq.com:443', '863', '5401', '5.27 KB', '00:31']"
182,07.27 09:49:22,SohuNews.exe,"pv.mini.sohu.com:80 close, 825 bytes sent, 283 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '825', '283', '00:05']"
183,07.27 09:49:22,SohuNews.exe,"cdn.e9377f.com:80 close, 575 bytes sent, 243 bytes received, lifetime 00:30",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['cdn.e9377f.com:80', '575', '243', '00:30']"
184,07.27 09:49:23,SohuNews.exe,"p.inte.sogou.com:80 close, 9017 bytes (8.80 KB) sent, 2497 bytes (2.43 KB) received, lifetime 00:31",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['p.inte.sogou.com:80', '9017', '8.80 KB', '2497', '(2.43 KB', '00:31']"
185,07.27 09:49:23,SohuNews.exe,"p.inte.sogou.com:80 close, 862 bytes sent, 250 bytes received, lifetime 00:15",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['p.inte.sogou.com:80', '862', '250', '00:15']"
186,07.27 09:49:23,SohuNews.exe,"p.inte.sogou.com:80 close, 7634 bytes (7.45 KB) sent, 2247 bytes (2.19 KB) received, lifetime 00:30",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['p.inte.sogou.com:80', '7634', '7.45 KB', '2247', '(2.19 KB', '00:30']"
187,07.27 09:49:23,SohuNews.exe,"p.inte.sogou.com:80 close, 1753 bytes (1.71 KB) sent, 500 bytes received, lifetime 00:15",3ced113c,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes received, lifetime <*>","['p.inte.sogou.com:80', '1753', '1.71 KB', '500', '00:15']"
188,07.27 09:49:24,chrome.exe *64,"www.evernote.com:443 close, 2486 bytes (2.42 KB) sent, 2338 bytes (2.28 KB) received, lifetime 04:00",0dc9f004,"<*> close, <*> bytes (<*> <*>) sent, <*> bytes <*> <*>) received, lifetime <*>","['www.evernote.com:443', '2486', '2.42 KB', '2338', '(2.28 KB', '04:00']"
189,07.27 09:49:27,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
190,07.27 09:49:32,SohuNews.exe,"pv.mini.sohu.com:80 close, 823 bytes sent, 264 bytes received, lifetime 00:05",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['pv.mini.sohu.com:80', '823', '264', '00:05']"
191,07.27 09:49:37,SohuNews.exe,pv.mini.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,56ab45ba,<*> open through proxy <*> HTTPS,"['pv.mini.sohu.com:80', 'proxy.cse.cuhk.edu.hk:5070']"
192,07.27 09:49:40,SohuNews.exe,"cdn.e9377f.com:80 close, 443 bytes sent, 7386 bytes (7.21 KB) received, lifetime 00:31",562370b9,"<*> close, <*> bytes sent, <*> bytes (<*> <*>) received, lifetime <*>","['cdn.e9377f.com:80', '443', '7386', '7.21 KB', '00:31']"
